time;copter_roll_angle;kd;ki;kp;REF_ROLL_ANGLE;SS;
1,292;-31,125;12;0,000009999999747378752;2,5;0;0;
1,295;-31,125;12;0,000009999999747378752;2,5;0;0;
1,298;-31,125;12;0,000009999999747378752;2,5;0;0;
1,3;-31,125;12;0,000009999999747378752;2,5;0;0;
1,303;-31,125;12;0,000009999999747378752;2,5;0;0;
1,306;-31,125;12;0,000009999999747378752;2,5;0;0;
1,309;-31,125;12;0,000009999999747378752;2,5;0;0;
1,311;-31,125;12;0,000009999999747378752;2,5;0;0;
1,314;-31,125;12;0,000009999999747378752;2,5;0;0;
1,316;-31,125;12;0,000009999999747378752;2,5;0;0;
1,319;-31,125;12;0,000009999999747378752;2,5;0;0;
1,322;-31,125;12;0,000009999999747378752;2,5;0;0;
1,324;-31,125;12;0,000009999999747378752;2,5;0;0;
1,327;-31,125;12;0,000009999999747378752;2,5;0;0;
1,329;-31,125;12;0,000009999999747378752;2,5;0;0;
1,332;-31,125;12;0,000009999999747378752;2,5;0;0;
1,335;-31,125;12;0,000009999999747378752;2,5;0;0;
1,338;-31,125;12;0,000009999999747378752;2,5;0;0;
1,34;-31,125;12;0,000009999999747378752;2,5;0;0;
1,343;-31,125;12;0,000009999999747378752;2,5;0;0;
1,345;-31,125;12;0,000009999999747378752;2,5;0;0;
1,348;-31,125;12;0,000009999999747378752;2,5;0;0;
1,35;-31,125;12;0,000009999999747378752;2,5;0;0;
1,353;-31,125;12;0,000009999999747378752;2,5;0;0;
1,355;-31,125;12;0,000009999999747378752;2,5;0;0;
